QuestionId,AnswerType,AnswerText,MisconceptionId
178,A,\( 18 \),2154.0
178,B,\( 4 \),
178,C,\( 144 \),2458.0
178,D,\( 3 \),
179,A,\( 5 \),840.0
179,B,\( 50 \),840.0
179,C,\( 500 \),
179,D,\( 5000 \),840.0
180,A,![The correct completion of the figure given in the question. ](),
180,B,![An incorrect completion of the figure given in the question. ](),1572.0
180,C,![An incorrect completion of the figure given in the question. ](),1990.0
180,D,![An incorrect completion of the figure given in the question. ](),1990.0
181,A,\( 35 \mathrm{~kg} \),2435.0
181,B,\( 25 \mathrm{~kg} \),2435.0
181,C,\( 2 \mathrm{~kg} \),
181,D,\( 10 \mathrm{~kg} \),
182,A,\( (p-4)(p-4) \),547.0
182,B,\( (p+4)(p-4) \),
182,C,\( p(p-16) \),2549.0
182,D,Does not factorise,113.0
183,A,![Triangle with base 6 and perpendicular height 7](),
183,B,"![Right-angled triangle with height 6, base 5 and hypotenuse length the square root of 61]()",1252.0
183,C,"![Triangle with base 6, perpendicular height 8 and slant length 13]()",1252.0
183,D,They are all equal to the rectangle,1252.0
184,A,\( -3 \),2126.0
184,B,\( -10 \),1720.0
184,C,\( -7 \),
184,D,Not enough information,2472.0
185,A,\( 0.96(2 d p) \),1522.0
185,B,\( 40.25 \),650.0
185,C,\( 0.16 \) (2dp),1561.0
185,D,\( 6.44 \),
186,A,\( 5613 \),1526.0
186,B,\( 56030 \),1525.0
186,C,\( 56013 \),
186,D,\( 560013 \),22.0
187,A,\( 66 \),
187,B,\( 30 \),
187,C,\( 35 \),2329.0
187,D,\( 43 \),
188,A,"Only
Tom",1990.0
188,B,Only Katie,1990.0
188,C,Both Tom and Katie,1990.0
188,D,Neither is correct,
189,A,\( -44 \),
189,B,\( -46 \),736.0
189,C,\( -14 \),
189,D,\( -30 \),1507.0
190,A,\( 1: 12 \),221.0
190,B,\( 1: 4 \),644.0
190,C,\( 1: 2 \),644.0
190,D,\( 1: 3 \),
191,A,\( -2.1 \),1981.0
191,B,\( -2.01 \),
191,C,\( -2.105 \),1981.0
191,D,\( -3 \),
192,A,\( 2426.0 \),1605.0
192,B,\( 2427.0 \),
192,C,\( 2426.9 \),1379.0
192,D,\( 2000 \),1248.0
193,A,\( 36 \),1072.0
193,B,\( 20.25 \),1437.0
193,C,\( 12 \),823.0
193,D,\( 81 \),
194,A,\( 7 \),2457.0
194,B,\( 9 \),377.0
194,C,\( 30 \),631.0
194,D,\( 6 \),
195,A,\( t=6 \frac{1}{4} \),1566.0
195,B,\( t=1 \),1852.0
195,C,\( t=3 \frac{1}{16} \),1214.0
195,D,\( t=3 \frac{1}{4} \),
196,A,\( r=\frac{g+3}{2} \),1971.0
196,B,\( r=g+3 \div 2 \),2586.0
196,C,\( r=\frac{g-3}{2} \),
196,D,\( r=g-\frac{3}{2} \),
197,A,parallelogram,88.0
197,B,perpendicular,
197,C,parallel,813.0
197,D,particular,2453.0
198,A,\( 2000 \),486.0
198,B,\( 2000000 \),
198,C,\( 20000 \),2132.0
198,D,\( 2000000000 \),1230.0
199,A,\( \sqrt{36} \),
199,B,\( \sqrt{12} \),525.0
199,C,Neither,525.0
199,D,Both,1263.0
200,A,\( \bigcirc=2 \),
200,B,\( \bigcirc=a \),
200,C,\( \bigcirc=2 a \),2549.0
200,D,\( \bigcirc=6 \),
201,A,"Only
Tom",
201,B,"Only
Katie",
201,C,Both Tom and Katie,2113.0
201,D,Neither is correct,2511.0
202,A,\( 3 \frac{3}{5} \),
202,B,\( \frac{18}{5} \),687.0
202,C,\( \frac{18}{10} \),
202,D,\( 3 \frac{3}{10} \),217.0
203,A,Isosceles,1658.0
203,B,Right-angled,
203,C,Equilateral,1658.0
203,D,Scalene,1658.0
204,A,Two million and four thousand and fifty,874.0
204,B,Two hundred and four thousand and fifty,
204,C,Two hundred and four and fifty,2327.0
204,D,Two hundred and forty thousand and fifty,
205,A,\( 16000 \),
205,B,\( 1600 \),955.0
205,C,\( 160 \),1708.0
205,D,\( 16 \),955.0
206,A,Equilateral triangle,2417.0
206,B,Square,
206,C,Pentagon,2417.0
206,D,Hexagon,2417.0
207,A,\( -23 \),373.0
207,B,\( -18 \),
207,C,\( -8 \),373.0
207,D,\( -3 \),220.0
208,A,\( 89 p \),2320.0
208,B,\( 40 p \),
208,C,\( 8 p \),901.0
208,D,\( £ 4.80 \),1028.0
209,A,"\( A, B, C, D \)",
209,B,"\( D, C, A, B \)",
209,C,"\( A, D, C, B \)",
209,D,"\( B, D, C, A \)",1995.0
210,A,\( 1 \),2392.0
210,B,\( 0 \),
210,C,\( 0.9 \),
210,D,\( 0.8 \),1379.0
211,A,\( 50 \% \),
211,B,\( 35 \% \),1786.0
211,C,\( 60 \% \),
211,D,\( 6 \% \),1632.0
212,A,![Number line from -5 to 5. Open circle at -1 with arrow to the left. Open circle at 2 with arrow to the right. ](),
212,B,![Number line from -5 to 5. Closed circle at -1 with arrow to the left. Closed circle at 2 with arrow to the right. ](),
212,C,![Number line from -5 to 5. Open circle at -1 with arrow to the left. Closed circle at 2 with arrow to the right. ](),
212,D,![Number line from -5 to 5. Closed circle at -1 with arrow to the left. Open circle at 2 with arrow to the right. ](),550.0
213,A,\( -3 \),
213,B,\( -0.333 \ldots \),1557.0
213,C,\( 3 \),1251.0
213,D,\( \frac{1}{3} \),947.0
214,A,\( 11+2 a+3 j \),
214,B,\( 6+5+2 a+3 j \),436.0
214,C,\( 6+2 a+5+3 j \),436.0
214,D,\( 11+a^{2}+j^{3} \),1644.0
215,A,\( 0 \),
215,B,\( 2 \),2053.0
215,C,\( -12 \),
215,D,\( -4 \),2053.0
216,A,"Only
Tom",2037.0
216,B,"Only
Katie",
216,C,Both Tom and Katie,2037.0
216,D,Neither is correct,
217,A,\( p=-0.35 \),1190.0
217,B,\( p=\frac{10}{3} \),2359.0
217,C,\( p=0.3 \),
217,D,\( p=0.75 \),
218,A,![A straight line graph starting at the origin and travelling right with a positive gradient.](),99.0
218,B,"![A curved graph that starts at the origin. As you move right it travels steeply up, then levels off]()",99.0
218,C,"![A curved graph that starts up and right of the origin. As you move right it travels steeply down, then levels off. but never reaches the x-axis.]()",
218,D,![A straight line graph starting partway up the y-axis and travelling right with a negative gradient until it hits the x-axis.](),1860.0
219,A,\( 0 \),
219,B,\( 2 \),1264.0
219,C,\( 3 \),1364.0
219,D,\( 4 \),1186.0
220,A,"\( (7,3) \)",
220,B,"\( (1,3) \)",
220,C,"\( (6,4) \)",306.0
220,D,"\( (9,3) \)",36.0
221,A,\( 17 \mathrm{~cm} \),
221,B,\( 19 \mathrm{~cm} \),1177.0
221,C,\( 3 \mathrm{~cm} \),1677.0
221,D,\( 21 \mathrm{~cm} \),691.0
222,A,\( y>x \),1139.0
222,B,\( y<x \),
222,C,\( y>-x \),
222,D,\( y<-x \),1880.0
223,A,\( 5 \times 3+2 \),77.0
223,B,\( 3(5+2) \),
223,C,\( 5(3+2) \),2270.0
223,D,\( 5+2 \times 3 \),2532.0
224,A,\( 16 \mathrm{~mm} \),982.0
224,B,\( 32 \mathrm{~mm} \),828.0
224,C,\( 8 \mathrm{~mm} \),
224,D,\( 4096 \mathrm{~mm} \),
225,A,\( 72 \),806.0
225,B,\( 98 \),
225,C,\( 90 \),
225,D,\( 28 \),
226,A,\( x=6 \),
226,B,\( x=-1.5 \),1291.0
226,C,\( x=4 \),57.0
226,D,\( x=2 \),
227,A,\( \begin{array}{l}d=4 \\ h=4\end{array} \),1828.0
227,B,\( \begin{array}{c}d=-4\\h=4\end{array} \),1828.0
227,C,\( \begin{array}{c}d=2 \\ h=-4\end{array} \),
227,D,\( \begin{array}{c}d=-2 \\ h=2\end{array} \),1828.0
228,A,Only Tom,
228,B,Only Katie,
228,C,Both Tom and Katie,1726.0
228,D,Neither is correct,1656.0
229,A,\( 9 \),
229,B,\( 8 \),834.0
229,C,\( 10 \),1055.0
229,D,\( 14 \),1055.0
230,A,\( 100 \% \),1596.0
230,B,\( 1 \% \),
230,C,\( 50 \% \),2039.0
230,D,\( 10 \% \),2132.0
231,A,![A straight line graph that crosses the x axis to the right of the origin and crosses the y axis above the origin.](),
231,B,![A straight line graph that crosses the x axis to the left of the origin and crosses the y axis below the origin.](),2282.0
231,C,![A straight line graph that crosses the x axis to the left of the origin and crosses the y axis above the origin.](),1499.0
231,D,![A straight line graph that crosses the x axis to the right of the origin and crosses the y axis below the origin.](),1499.0
232,A,"Only
Tom",
232,B,Only Katie,1554.0
232,C,Both Tom and Katie,1554.0
232,D,Neither is correct,1554.0
233,A,\( \frac{2}{3}+a b \),1507.0
233,B,\( \frac{2}{b(a+3)} \),220.0
233,C,\( \frac{2}{a b+3} \),
233,D,\( \frac{2}{a \times b+3} \),1680.0
234,A,Subtract the smallest number from the largest number.,
234,B,Check the units of your answer,2551.0
234,C,Add all the numbers together.,
234,D,Write the numbers in ascending or descending order.,397.0
235,A,\( 4 \),1222.0
235,B,\( \frac{6}{10} \),
235,C,\( \frac{1}{3} \),2265.0
235,D,\( \frac{4}{10} \),
236,A,\( 7 \times 5 \times 60 \),877.0
236,B,\( 7 \times 5 \times 6 \),
236,C,\( 7+5+60 \),
236,D,\( 7+5+6 \),1984.0
237,A,\(\color{green}\bigcirc\) = +6,
237,B,"\(\color{green}\bigcirc\) = +0 
(no number term)",2256.0
237,C,\(\color{green}\bigcirc\) = +9,974.0
237,D,\(\color{green}\bigcirc\) = -9,
238,A,\( \left(\begin{array}{l}1 \\ 3\end{array}\right) \),
238,B,\( \left(\begin{array}{c}-2 \\ 3\end{array}\right) \),
238,C,\( \left(\begin{array}{c}-2 \\ 0\end{array}\right) \),1145.0
238,D,\( \left(\begin{array}{l}3 \\ 3\end{array}\right) \),
239,A,Only Tom,951.0
239,B,Only Katie,1806.0
239,C,Both Tom and Katie,
239,D,Neither is correct,1133.0
240,A,\( 8 \mathrm{~cm} \),
240,B,\( 3 \mathrm{~cm} \),2353.0
240,C,\( 7 \mathrm{~cm} \),
240,D,\( 4 \mathrm{~cm} \),
241,A,\( -4 \),2042.0
241,B,\( 4 \),2042.0
241,C,\( -8 \),
241,D,No real solutions,
242,A,\( 10 \),
242,B,\( 6 \),
242,C,\( 16 \),
242,D,\( 7 \),1158.0
243,A,\( -3 \geq n \),1214.0
243,B,\( 1 \geq n \),1214.0
243,C,\( 7 \geq n \),
243,D,\( n \geq 7 \),811.0
244,A,\( £ 55 \),389.0
244,B,\( £ 15 \),641.0
244,C,\( £ 11 \),533.0
244,D,\( £ 23 \),
245,A,\( 208 \),
245,B,\( 190 \),2206.0
245,C,\( 48 \),1313.0
245,D,\( 4800 \),531.0
246,A,\( 188 \),2446.0
246,B,\( 189 \),2250.0
246,C,\( 190 \),
246,D,\( 324 \),1410.0
247,A,"\( £ 13,180 \)",2009.0
247,B,"\( £ 4,426 \)",
247,C,"\( £ 2,970 \)",791.0
247,D,"\( £ 10,268 \)",1787.0
248,A,![A graph showing a straight line from top left to bottom right.](),1133.0
248,B,"![A graph showing a curve that starts in the bottom left, moves steeply up and right, levels off briefly, then continues steeply up and right.]()",694.0
248,C,"![A graph with two curves. One curve is in the positive x, positive y quadrant. It starts at the top close to the y axis, as we move right it drops very quickly towards the x axis then levels off to travel almost parallel to the x axis.
The other curve is in the negative x, negative y quadrant. It starts at the top left close to the x axis, as we move right it drops very quickly towards the y axis then becomes almost vertical to travel almost parallel to the y axis. ]()",332.0
248,D,"![A graph that starts in the top left, drops steeply down as you move right, briefly levels off, then steeply up back to the same level as the starting point, forming a symmetrical U shape.]()",
249,A,"Only
Tom",1233.0
249,B,"Only
Katie",
249,C,Both Tom and Katie,930.0
249,D,Neither is correct,
250,A,\( 7 \),380.0
250,B,\( 2 \),380.0
250,C,\( 8 \),
250,D,\( 6 \),1460.0
251,A,"Add Pair \( 1 \)
Subtract Pair \( 2 \)",
251,B,"Add Pair \( 1 \)
Add Pair \( 2 \)",1233.0
251,C,"Subtract Pair \( 1 \)
Add Pair \( 2 \)",
251,D,"Subtract Pair \( 1 \)
Subtract Pair \( 2 \)",1420.0
252,A,"\( (3,5) \)",1168.0
252,B,"\( \begin{array}{c}(3,0) \\ \text { and } \\ (5,0)\end{array} \)",
252,C,"\( \begin{array}{c}(-3,0) \\ \text { and } \\ (-5,0)\end{array} \)",2436.0
252,D,"\( \begin{array}{c}(3,5) \\ \text { and } \\ (-3,-5)\end{array} \)",1168.0
253,A,\( 46^{\circ} \),2365.0
253,B,\( 65^{\circ} \),1707.0
253,C,\( 19^{\circ} \),
253,D,Not enough information,725.0
254,A,\( \frac{1+3+4+7}{5} \),
254,B,\( 0+1+3+4+7 \div 5 \),1507.0
254,C,\( \frac{1+3+4+7}{4} \),1623.0
254,D,None of them,491.0
255,A,\( 2 \frac{3}{5} \),
255,B,\( 1 \frac{3}{5} \),893.0
255,C,\( 3 \frac{2}{5} \),1492.0
255,D,\( 13 \frac{1}{5} \),20.0
256,A,\( 12 x-8=10 x+4 \),
256,B,\( 12 x-2=10 x+2 \),220.0
256,C,\( 8+6 x-4=4+10 x+4 \),982.0
256,D,\( 4+3 x-2=2+5 x+2 \),828.0
257,A,\( 18 \),
257,B,\( 9 \),
257,C,\( 28 \),306.0
257,D,\( 50 \),
258,A,Only Tom,2051.0
258,B,Only Katie,488.0
258,C,Both Tom and Katie,
258,D,Neither is correct,
259,A,\( 180 \),
259,B,\( 90 \),737.0
259,C,\( 30 \),767.0
259,D,\( 300 \),161.0
260,A,\( -3 \),
260,B,\( -2 \),
260,C,\( -7 \),1720.0
260,D,Not enough information,2472.0
261,A,\( 9 \),767.0
261,B,\( 1.9 \),
261,C,\( 1.5 \),
261,D,\( 1.3 \),427.0
262,A,\( 1 \),
262,B,\( 8 \),
262,C,\( 16 \),131.0
262,D,\( 64 \),
263,A,\( 13 \),
263,B,\( 19 \),2234.0
263,C,\( 17 \),
263,D,\( 1 \),172.0
264,A,\( x>6 \),1660.0
264,B,\( x \leq 6 \),1880.0
264,C,\( x<6 \),
264,D,\( x \geq 6 \),
265,A,\( h^{2}=9^{2}+6^{2} \),2517.0
265,B,\( h^{2}=9^{2}-6^{2} \),
265,C,\( h^{2}=12^{2}+9^{2} \),
265,D,\( h^{2}=12^{2}-9^{2} \),307.0
266,A,\( 3 \frac{1}{3} \),
266,B,\( 2 \frac{2}{3} \),1807.0
266,C,\( 1 \frac{4}{3} \),
266,D,\( 2 \frac{4}{6} \),1976.0
267,A,\( 5^{12} \),
267,B,\( 5^{7} \),2524.0
267,C,\( 125^{12} \),2473.0
267,D,None of these options,1921.0
268,A,A,1269.0
268,B,B,
268,C,C,
268,D,D,563.0
269,A,\( 99 \% \),539.0
269,B,\( 909 \% \),364.0
269,C,\( 90.9 \% \),
269,D,\( 9.9 \% \),
270,A,\( \{x<-4\} \cup\{x>4\} \),1880.0
270,B,\( \{-4<x<4\} \),
270,C,\( \{x<4\} \),2577.0
270,D,\( \{-8<x<8\} \),2316.0
271,A,Only Tom,2241.0
271,B,Only Katie,1927.0
271,C,Both Tom and Katie,1927.0
271,D,Neither is correct,
272,A,"Reflection in the
\[
x \text {-axis }
\]",
272,B,"Reflection in the
\[
y \text {-axis }
\]",594.0
272,C,"Reflection in the line
\[
y=x
\]",47.0
272,D,"Reflection in the line
\[
y=-x
\]",1303.0
273,A,\( a+b=180^{\circ} \),
273,B,\( a+b=360^{\circ} \),2362.0
273,C,\( a=b \),8.0
273,D,\( a+b=90^{\circ} \),9.0
274,A,\( 30 \),1582.0
274,B,\( 13 \),
274,C,\( 12 \),
274,D,\( 11 \),
275,A,\( 49.99 \),
275,B,\( 50.99 \),699.0
275,C,\( 50.08 \),2346.0
275,D,\( 38.98 \),
276,A,crisps,564.0
276,B,crisps & sweets,
276,C,pizza & chocolate,
276,D,"sweets, pizza & chocolate",42.0
277,A,\( \begin{array}{l}\times 3 \\ -4\end{array} \),1026.0
277,B,\( \begin{array}{l}\div 3 \\ +4\end{array} \),
277,C,\( \begin{array}{r}+4 \\ \times 3\end{array} \),
277,D,\( \begin{array}{l}-4 \\ \times 3\end{array} \),
278,A,"![A number line with a hollow circle above -3 and an arrow coming out of it over the numbers -4, -5 etc and a filled in circle above 1 with an arrow coming out of it over the numbers 2, 3, 4, 5 etc.]()",1880.0
278,B,![A number line with a hollow circle above -3 connected to a filled in circle above 1.](),
278,C,"![A number line with a filled in circle above -3 and an arrow coming out of it over the numbers -4, -5 etc and a hollow circle above 1 with an arrow coming out of it over the numbers 2, 3, 4, 5 etc.]()",
278,D,![A number line with a filled in circle above -3 connected to a hollow circle above 1.](),550.0
279,A,"![A 180 degree protractor (straight edge at the bottom) with 2 red lines and a blue sector marking out a reflex angle. The angle is between the red line that is at 0 (inner scale) and 180 (outer scale) on the right of the protractor, clockwise around to the red line that is half way between 160 and 150 (inner scale) and halfway between 20 and 30 (outer scale).]()",1188.0
279,B,"![A 180 degree protractor (straight edge at the bottom) with 2 red lines and a blue sector marking out a reflex angle. The angle is between the red line that is at 0 (inner scale) and 180 (outer scale) on the right of the protractor, clockwise around to the red line that is half way between 30 and 20 (inner scale) and halfway between 150 and 160 (outer scale).]()",2251.0
279,C,"![A 180 degree protractor (straight edge at the bottom) with 2 red lines and a blue sector marking out a reflex angle. The angle is between the red line that is at 0 (inner scale) and 180 (outer scale) on the right of the protractor, clockwise around to the red line that is half way between 150 and 140 (inner scale) and halfway between 30 and 40 (outer scale).]()",1188.0
279,D,"![A 180 degree protractor (straight edge at the bottom) with 2 red lines and a blue sector marking out a reflex angle. The angle is between the red line that is at 0 (inner scale) and 180 (outer scale) on the right of the protractor, clockwise around to the red line that is half way between 40 and 30 (inner scale) and halfway between 140 and 150 (outer scale).]()",
280,A,Perpendicular,1917.0
280,B,Vertical,1480.0
280,C,Equal,1480.0
280,D,Parallel,
281,A,\( \frac{8}{9} \),
281,B,\( \frac{7}{9} \),1278.0
281,C,\( 0 \),
281,D,\( \frac{1}{9} \),
282,A,\( A B \) and \( B C \),2102.0
282,B,\( A C \) and \( D B \),
282,C,\( A B \) and \( D C \),1917.0
282,D,None of them,2493.0
283,A,\( 0 \),2500.0
283,B,\( 2 \),
283,C,\( x \),2127.0
283,D,\( 1 \),
284,A,Six hundred and thirty-two,539.0
284,B,Six thousand three hundred and two,22.0
284,C,Sixty thousand and thirty-two,2546.0
284,D,Sixty thousand three hundred and two,
285,A,\( \omega=r F^{2} \),1214.0
285,B,\( \omega=\sqrt{\frac{F}{r}} \),
285,C,\( \omega=\sqrt{r F} \),1214.0
285,D,\( \omega=\frac{\sqrt{F}}{r} \),256.0
286,A,\( 1 \frac{1}{3} \),
286,B,\( 1 \frac{2}{3} \),1418.0
286,C,\( 2 \frac{1}{3} \),983.0
286,D,\( \frac{3}{4} \),2359.0
287,A,Only Tom,
287,B,"Only
Katie",2507.0
287,C,Both Tom and Katie,2507.0
287,D,Neither is correct,1373.0
288,A,\( -243 \),433.0
288,B,\( -\frac{1}{243} \),433.0
288,C,\( -15 \),1792.0
288,D,\( \frac{1}{243} \),
289,A,\( 1 \),350.0
289,B,\( 6 \),
289,C,\( 0 \),1334.0
289,D,\( 5 \),
290,A,\( 2\left(\frac{3}{4}\right)^{2}-1 \),
290,B,\( 2(0.5)^{2}-1 \),
290,C,\( 2(-2)^{2}-1 \),1597.0
290,D,\( 2(-1)^{2}-1 \),1597.0
291,A,\( l=-1 \),
291,B,\( l=5 \),
291,C,\( l=1 \),1510.0
291,D,\( l=4 \),
292,A,\( -18 \),
292,B,\( -\frac{6}{18} \),
292,C,\( -2 \),
292,D,\( -\frac{1}{18} \),78.0
293,A,Only Tom,31.0
293,B,Only Katie,
293,C,Both Tom and Katie,31.0
293,D,Neither is correct,31.0
294,A,"Only
Tom",294.0
294,B,Only Katie,2104.0
294,C,Both Tom and Katie,570.0
294,D,Neither is correct,
295,A,\( 24 \),
295,B,\( 9 \),2316.0
295,C,\( 16 \),2532.0
295,D,\( 8 \),
296,A,\( 31 \),
296,B,\( -49 \),1135.0
296,C,\( 49 \),
296,D,\( -31 \),2566.0
297,A,\( Q \),1393.0
297,B,P,1393.0
297,C,QPRS,1790.0
297,D,\( Q P \),
298,A,\( 10 p q^{3} \),
298,B,\( 10 p^{3} q \),
298,C,\( 7 p^{3} q \),2085.0
298,D,Does not simplify,346.0
299,A,Only Tom,1839.0
299,B,Only Katie,1839.0
299,C,Both Tom and Katie,
299,D,Neither is correct,1839.0
300,A,\( \frac{2}{10} \),758.0
300,B,\( \frac{19}{100} \),197.0
300,C,\( 0.21 \),758.0
300,D,\( \frac{9}{20} \),
301,A,\( 310^{\circ} \),415.0
301,B,\( 50^{\circ} \),
301,C,\( 90^{\circ} \),2334.0
301,D,\( 45^{\circ} \),829.0
302,A,\( \frac{x+1}{x+2} \),1610.0
302,B,\( \frac{x+5}{x+10} \),
302,C,\( \frac{x^{2}+8 x+15}{x^{2}+13 x+30} \),792.0
302,D,\( \frac{1}{2} \),
303,A,\( (6 \times 4)+(6 \times 3)+(4 \times 3) \),2056.0
303,B,\( 6 \times 4 \times 3 \),648.0
303,C,\( (6 \times 4) \times(6 \times 3) \times(4 \times 3) \),2056.0
303,D,\( [(6 \times 4)+(6 \times 3)+(4 \times 3)] \times 2 \),
304,A,\( 1+2 \),1507.0
304,B,\( 2 \times 3 \),2488.0
304,C,\( 3-4 \),
304,D,It doesn't matter: you get the same answer,2532.0
305,A,\( p=\frac{1}{2} \),1214.0
305,B,\( p=\frac{1}{5} \),
305,C,\( p=2 \),
305,D,\( p=\frac{1}{50} \),
306,A,"Problem P: \( 4-5 \)
Problem Q: \( 4+5 \)",1507.0
306,B,"Problem P: \( 4-5 \)
Problem Q: \( 5 \times 6 \)",
306,C,"Problem P: \( 5+6 \)
Problem Q: \( 4+5 \)",1516.0
306,D,"Problem P: \( 5+6 \)
Problem Q: \( 5 \times 6 \)",2306.0
307,A,\( 82 \) is in the sequence and is the \( 27^{\text {th }} \) term,
307,B,\( 27 \) is in the sequence and is the \( 82^{\text {nd }} \) term,2220.0
307,C,\( 82 \) is not in the sequence because \( 27 \) is an integer,469.0
307,D,Eliza's method does not answer this question,1354.0
308,A,\( t+2 \),891.0
308,B,\( t+1 \),
308,C,\( t^{2}+t \),2078.0
308,D,Does not simplify,167.0
309,A,\( \frac{2}{5} \times \frac{1}{2} \),2373.0
309,B,\( \frac{1}{4} \div \frac{1}{2} \),565.0
309,C,\( \frac{2}{5} \div 2 \),2373.0
309,D,\( \frac{1}{4} \times \frac{1}{2} \),
310,A,EFA,1906.0
310,B,GEA,
310,C,AEF,
310,D,E,620.0
311,A,Only Jo,1925.0
311,B,Only Paul,
311,C,Both Jo and Paul,
311,D,Neither is correct,1925.0
312,A,\( 2 a^{2} \),346.0
312,B,\( 3 a \),1072.0
312,C,\( a^{3} \),
312,D,Does not simplify,346.0
313,A,\( 15 \),1082.0
313,B,\( -15 \),
313,C,\( 8 \),
313,D,\( -8 \),
314,A,\( 0.2 \),1447.0
314,B,\( 0.4 \),
314,C,\( 2 \),1046.0
314,D,\( 0.25 \),1046.0
315,A,\( \frac{3-5}{x-2-x} \),172.0
315,B,\( \frac{3(x-2)}{x(x-2)}-\frac{5 x}{x(x-2)} \),1206.0
315,C,\( \frac{3 x}{x(x-2)}-\frac{5(x-2)}{x(x-2)} \),
315,D,\( 9 x-5(x-2) \),715.0
316,A,\( 23.725 \),739.0
316,B,\( 0.391 \),
316,C,\( 0.038 \),380.0
316,D,\( 0.0599 \),380.0
317,A,\( 4.01 \),1898.0
317,B,\( 3.812 \),1383.0
317,C,\( 3.82 \),1383.0
317,D,\( 3.92 \),
318,A,\( -2 \pm \frac{\sqrt{2^{2}-4(3)(-5)}}{2(3)} \),1044.0
318,B,\( 2 \pm \frac{\sqrt{2^{2}-4(3)(-5)}}{2(3)} \),1044.0
318,C,\( \frac{-2 \pm \sqrt{2^{2}-4(3)(-5)}}{2(3)} \),
318,D,\( \frac{2 \pm \sqrt{2^{2}-4(3)(-5)}}{2(3)} \),1044.0
319,A,\( 0.25 \),
319,B,\( 0.4 \),
319,C,\( 4 \),975.0
319,D,\( 0.9 \),1134.0
320,A,\( 840 \mathrm{~cm}^{2} \),71.0
320,B,\( 52 \mathrm{~cm}^{2} \),1953.0
320,C,\( 42 \mathrm{~cm}^{2} \),
320,D,\( 51 \mathrm{~cm}^{2} \),1148.0
321,A,\( -15 p \),
321,B,\( +15 p \),974.0
321,C,\( +2 p \),2143.0
321,D,\( +8 p \),
322,A,\( 36 \),189.0
322,B,\( 3.6 \),
322,C,\( 0.36 \),1035.0
322,D,\( 0.036 \),2187.0
323,A,\( (x+4)(x+9) \) \( (x+4)(x+9) \),1535.0
323,B,\( (x+3)(x+12) \) \( (x+3)(x+12) \),
323,C,\( (x+1)(x+36) \) \( (x+1)(x+36) \),1535.0
323,D,\( (x+7)(x+18) \) \( (x+7)(x+18) \),418.0
324,A,Square,1740.0
324,B,Rhombus,1740.0
324,C,Trapezium,
324,D,None of them are kites,1370.0
325,A,\( 450^{\circ} \),
325,B,\( 385^{\circ} \),1257.0
325,C,\( 125^{\circ} \),2.0
325,D,\( 90^{\circ} \),
326,A,\( \frac{5}{2} \),
326,B,\( -\frac{5}{2} \),
326,C,\( \frac{2}{5} \),
326,D,\( -\frac{2}{5} \),2271.0
327,A,\( 990 \),1379.0
327,B,\( 100 \),1605.0
327,C,\( 900 \),1379.0
327,D,\( 1000 \),
328,A,\( \frac{5}{9} \),
328,B,\( \frac{3}{12} \),217.0
328,C,\( \frac{3}{9} \),1909.0
328,D,\( \frac{1}{6} \),234.0
329,A,"Only
Tom",
329,B,"Only
Katie",1507.0
329,C,Both Tom and Katie,1963.0
329,D,Neither is correct,1507.0
330,A,\( 10 \),172.0
330,B,\( 15 \),29.0
330,C,\( 5 \),848.0
330,D,\( 3 \),
331,A,\( 9 \),1920.0
331,B,\( 0 \),1920.0
331,C,\( 1 \),
331,D,The equation is undefined at this value,1920.0
332,A,"Only
Tom",
332,B,Only Katie,340.0
332,C,Both Tom and Katie,340.0
332,D,Neither is correct,1214.0
333,A,\( -0.34 \),
333,B,\( 0.34 \),1510.0
333,C,\( -0.44 \),1795.0
333,D,\( 0.2 \),2346.0
334,A,A,
334,B,B,
334,C,C,760.0
334,D,D,
335,A,"Only
Jo",1338.0
335,B,"Only
Paul",1338.0
335,C,Both Jo and Paul,
335,D,Neither is correct,1338.0
336,A,\( 24 \),1932.0
336,B,\( 16 \),503.0
336,C,\( 2.75 \),1310.0
336,D,\( 22 \),
337,A,"Only
Jo",1622.0
337,B,"Only
Paul",
337,C,Both Jo and Paul,
337,D,Neither is correct,
338,A,\( \frac{4}{6}=\frac{2}{12} \),6.0
338,B,\( \frac{4}{6}=\frac{4}{12} \),120.0
338,C,\( \frac{4}{6}=\frac{10}{12} \),1429.0
338,D,\( \frac{4}{6}=\frac{8}{12} \),
339,A,Variable,2519.0
339,B,Expression,661.0
339,C,Equation,68.0
339,D,Term,
340,A,"\( (-3,-1) \)",
340,B,"\( (0,-1) \)",1990.0
340,C,"\( (-2,-1) \)",1990.0
340,D,"\( (3,-1) \)",1990.0
341,A,Only Tom,
341,B,Only Katie,
341,C,Both Tom and Katie,
341,D,Neither is correct,282.0
342,A,\( 85^{\circ} \),599.0
342,B,\( 270^{\circ} \),599.0
342,C,\( 110^{\circ} \),
342,D,\( 180^{\circ} \),1440.0
343,A,Parallelogram,
343,B,Rhombus,85.0
343,C,Kite,1740.0
343,D,Rectangle,1180.0
344,A,\( 70 \),2514.0
344,B,\( 7000 \),
344,C,\( 700000 \),
344,D,\( 700 \),
345,A,\( 100 \),1248.0
345,B,\( 120 \),1379.0
345,C,\( 130 \),
345,D,\( 126 \),2392.0
346,A,\( \frac{3}{2} \),
346,B,\( \frac{3}{5} \),
