question_id,question_text,construct,subject,correct_option,correct_text,incorrect_option,incorrect_text,has_math_symbols,misconception_id,misconception_desc,subject_cluster,difficulty,misconception_cluster,misconception_clusterId,misconception_merged,misconception_merged_id
25,"The formula for speed is
\(
\text { Speed }=\frac{\text { Distance }}{\text { Time }}
\)
A snail travels \( 4 \mathrm{~m} \) in \( 10 \) hours. What was its speed?",Calculate speed where distance and time are in the appropriate units,Substitution into Formula,A,\( 0.4 \) metres per hour,C,"102    \( 2.5 \) metres per hour
Name: AnswerText, dtype: object",True,2359,Believes division is commutative ,Core Mathematical Fundamentals,Medium,Negative Numbers & Inequalities,4,Algebra_Advanced_Math,3
26,"What is the equation of this circle? ![A set of axes with a circle drawn. The circle goes through the points (4,0), (0, -4), (-4,0) and (0,4). ]()","Given a sketch of a circle with centre at the origin, write its equation in the form x² + y² = r²",Equation of a Circle,A,\( x^{2}+y^{2}=16 \),B,"105    \( x^{2}+y^{2}=\sqrt{4} \)
Name: AnswerText, dtype: object",True,2474,Confuses the square root of the radius with the radius squared in the equation of a circle,Core Mathematical Fundamentals,Medium,Fraction Arithmetic & Algebra,13,Fractions_Ratios,2
26,"What is the equation of this circle? ![A set of axes with a circle drawn. The circle goes through the points (4,0), (0, -4), (-4,0) and (0,4). ]()","Given a sketch of a circle with centre at the origin, write its equation in the form x² + y² = r²",Equation of a Circle,A,\( x^{2}+y^{2}=16 \),C,"106    \( x^{2}+y^{2}=8 \)
Name: AnswerText, dtype: object",True,2316,Mixes up squaring and multiplying by 2 or doubling,Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
26,"What is the equation of this circle? ![A set of axes with a circle drawn. The circle goes through the points (4,0), (0, -4), (-4,0) and (0,4). ]()","Given a sketch of a circle with centre at the origin, write its equation in the form x² + y² = r²",Equation of a Circle,A,\( x^{2}+y^{2}=16 \),D,"107    \( x^{2}+y^{2}=4 \)
Name: AnswerText, dtype: object",True,1944,Confuses the radius with the radius squared in the equation of a circle,Core Mathematical Fundamentals,Medium,Fraction Arithmetic & Algebra,13,Fractions_Ratios,2
27,If \( d=-2 \) what is the value of \( 10-2 d \) ?,Substitute negative integer values into expressions involving no powers or roots,Substitution into Formula,C,\( 14 \),B,"109    \( 6 \)
Name: AnswerText, dtype: object",True,1597,Believes multiplying two negatives gives a negative answer,Core Mathematical Fundamentals,Medium,Decimal Operations & Place Value,6,Fundamental_Arithmetic,1
28,"George is counting backwards in steps of \( 5 \).
He starts at the number \( 19,103 \) what is the next number he will say?",Count backwards in steps of of something other than one,Counting,C,"\( 19,098 \)",A,"112    \( 19,102 \)
Name: AnswerText, dtype: object",False,878,"Counts on by 1, when asked to count forward/backwards in a step other than 1",Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
28,"George is counting backwards in steps of \( 5 \).
He starts at the number \( 19,103 \) what is the next number he will say?",Count backwards in steps of of something other than one,Counting,C,"\( 19,098 \)",B,"113    \( 19,099 \)
Name: AnswerText, dtype: object",False,1824,Counts the starting number when counting backwards,Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
29,"Solve
\[
2 n+3 \leq 3 n-7
\]",Solve linear inequalities in one variable where the unknown appears on boths sides of the equation,Solving Linear Inequalities,B,\( 10 \leq n \),A,"116    \( 2 \leq n \)
Name: AnswerText, dtype: object",True,1214,"When solving an equation, uses the same operation rather than the inverse.",Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
29,"Solve
\[
2 n+3 \leq 3 n-7
\]",Solve linear inequalities in one variable where the unknown appears on boths sides of the equation,Solving Linear Inequalities,B,\( 10 \leq n \),C,"118    \( n \leq 10 \)
Name: AnswerText, dtype: object",True,811,Believes they can multiply/divide through by a negative number without changing the direction of the inequality,Core Mathematical Fundamentals,Medium,Decimal Operations & Place Value,6,Fundamental_Arithmetic,1
29,"Solve
\[
2 n+3 \leq 3 n-7
\]",Solve linear inequalities in one variable where the unknown appears on boths sides of the equation,Solving Linear Inequalities,B,\( 10 \leq n \),D,"119    \( -4 \leq n \)
Name: AnswerText, dtype: object",True,1214,"When solving an equation, uses the same operation rather than the inverse.",Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
30,"Tom and Katie are discussing this function machine ![A function machine with an input of m+2, no function labelled and an output of 3m+2]() Tom says the function could be \( +2 m \)
Katie says the function could be \( \times 3 \)
Who do you agree with?",Determine the function of a single function machine used to create an algebraic expression,Function Machines,A,"Only
Tom",C,"122    Both Tom and Katie
Name: AnswerText, dtype: object",True,220,Only multiplies the first term in the expansion of a bracket,Core Mathematical Fundamentals,Hard,Basic Operation Confusions,8,Fundamental_Arithmetic,1
31,\[450 \mathrm{~cm}=\] \[\square \mathrm{~m}\] ,Convert between cm and m,Length Units,A,\( 4.5 \),B,"125    \( 45 \)
Name: AnswerText, dtype: object",True,704,Thinks there are 10cm in a metre,"Fractions, Decimals & Conversions",Easy,Ratio & Proportional Reasoning Errors,0,Fractions_Ratios,2
31,\[450 \mathrm{~cm}=\] \[\square \mathrm{~m}\] ,Convert between cm and m,Length Units,A,\( 4.5 \),C,"126    \( 5 \)
Name: AnswerText, dtype: object",True,1272,Gives a rounded whole number instead of a decimal,"Fractions, Decimals & Conversions",Easy,Spatial Reasoning & Estimation,7,Geometry_Spatial,4
31,\[450 \mathrm{~cm}=\] \[\square \mathrm{~m}\] ,Convert between cm and m,Length Units,A,\( 4.5 \),D,"127    \( 45000 \)
Name: AnswerText, dtype: object",True,1651,Multiplies when converting to a larger unit,"Fractions, Decimals & Conversions",Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
32,"Which of the following is a correct first step to solve this equation:
\(\frac{2 r-3}{5}=2+r\)","Solve linear equations with the variable appearing on both sides, involving positive fractions",Linear Equations,D,\( 2 r-3=10+5 r \),A,"128    \( \frac{2 r}{5}=5+r \)
Name: AnswerText, dtype: object",True,1566,Adds or subtracts from numerator first when solving an equation with a fraction,Core Mathematical Fundamentals,Medium,Advanced Functions & Graphs,11,Algebra_Advanced_Math,3
32,"Which of the following is a correct first step to solve this equation:
\(\frac{2 r-3}{5}=2+r\)","Solve linear equations with the variable appearing on both sides, involving positive fractions",Linear Equations,D,\( 2 r-3=10+5 r \),B,"129    \( 10 r-15=10+5 r \)
Name: AnswerText, dtype: object",True,98,Incorrectly clears fractions from equations,Core Mathematical Fundamentals,Medium,Data Handling & Number Sense,10,Data_Conversions,5
32,"Which of the following is a correct first step to solve this equation:
\(\frac{2 r-3}{5}=2+r\)","Solve linear equations with the variable appearing on both sides, involving positive fractions",Linear Equations,D,\( 2 r-3=10+5 r \),C,"130    \( 2 r-3=10+r \)
Name: AnswerText, dtype: object",True,347,"When solving an equation with a fraction, thinks you don't need to multiply every term on both sides when multiplying by the denominator ",Core Mathematical Fundamentals,Medium,Ratio & Proportional Reasoning Errors,0,Fractions_Ratios,2
33,"Water is poured into a glass at a constant rate.

This graph shows how the depth \( (d) \) of water in a glass changes over time \( (t) \).

Which of the following glasses is this most likely to be the graph of? ![A depth-time graph which is a curve starting at (0, 0), with a steep gradient to begin with but then the gradient decreases and the graph levels off to almost horizontal.]()",Given a situation sketch an appropriate real life graph,Real Life Graphs,D,"![A shape that looks like a beaker. It has a circular base, with sloped edges up to a larger circular face at the top.]()",A,"132    ![A cylinder sitting on one of its circular fa...
Name: AnswerText, dtype: object",True,218,Does not interpret a sloping gradient as a change in rate,Graphs & Coordinate Geometry,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
33,"Water is poured into a glass at a constant rate.

This graph shows how the depth \( (d) \) of water in a glass changes over time \( (t) \).

Which of the following glasses is this most likely to be the graph of? ![A depth-time graph which is a curve starting at (0, 0), with a steep gradient to begin with but then the gradient decreases and the graph levels off to almost horizontal.]()",Given a situation sketch an appropriate real life graph,Real Life Graphs,D,"![A shape that looks like a beaker. It has a circular base, with sloped edges up to a larger circular face at the top.]()",C,"134    ![A narrow cylinder with a wide cylinder on to...
Name: AnswerText, dtype: object",True,961,Does not spot the difference between a gradual change of gradient and 2 distinct line segments with different constant gradients,Graphs & Coordinate Geometry,Medium,Fraction Operations & Concepts,1,Fractions_Ratios,2
34,"What number is \( 10,000 \) less than \( 901,426 \) ?",Find another power of 10 less than a given number,Place Value,C,"\( 891,426 \)",A,"136    \( 801,426 \)
Name: AnswerText, dtype: object",False,2264,"When subtracting a power of 10, subtracts from the wrong column",Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
34,"What number is \( 10,000 \) less than \( 901,426 \) ?",Find another power of 10 less than a given number,Place Value,C,"\( 891,426 \)",B,"137    \( 911,426 \)
Name: AnswerText, dtype: object",False,1773,Adds rather than subtracts when answering worded problems,Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
34,"What number is \( 10,000 \) less than \( 901,426 \) ?",Find another power of 10 less than a given number,Place Value,C,"\( 891,426 \)",D,"139    \( 90.1426 \)
Name: AnswerText, dtype: object",False,228,Divides rather than subtracts when given the command 'less than',Core Mathematical Fundamentals,Easy,Core Mathematical Knowledge Gaps,12,Fundamental_Arithmetic,1
35,"Convert this decimal to a percentage
\[
0.6
\]",Convert decimals less than 1 with 1 decimal place to percentages,Converting between Decimals and Percentages,A,\( 60 \% \),B,"141    \( 6 \% \)
Name: AnswerText, dtype: object",False,61,Multiplies by 10 instead of 100 when converting decimal to percentage,Core Mathematical Fundamentals,Easy,Spatial Reasoning & Estimation,7,Geometry_Spatial,4
35,"Convert this decimal to a percentage
\[
0.6
\]",Convert decimals less than 1 with 1 decimal place to percentages,Converting between Decimals and Percentages,A,\( 60 \% \),C,"142    \( 0.6 \% \)
Name: AnswerText, dtype: object",False,1965,Thinks you need to just add a % sign to a decimal to convert to a percentage,Core Mathematical Fundamentals,Easy,Spatial Reasoning & Estimation,7,Geometry_Spatial,4
35,"Convert this decimal to a percentage
\[
0.6
\]",Convert decimals less than 1 with 1 decimal place to percentages,Converting between Decimals and Percentages,A,\( 60 \% \),D,"143    \( 0.006 \% \)
Name: AnswerText, dtype: object",False,1973,Divides instead of multiplies when converting a decimal to a percentage,Core Mathematical Fundamentals,Easy,Spatial Reasoning & Estimation,7,Geometry_Spatial,4
36,"Simplify the following by collecting like terms.
\[
d+d+d+d
\]",Simplify algebraic expressions to maintain equivalence by collecting like terms involving just one linear variable,Simplifying Expressions by Collecting Like Terms,C,\( 4 d \),A,"144    \( 4 \times d \)
Name: AnswerText, dtype: object",True,1680,Does not realize we can omit the multiplication symbol in algebraic expressions,Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
36,"Simplify the following by collecting like terms.
\[
d+d+d+d
\]",Simplify algebraic expressions to maintain equivalence by collecting like terms involving just one linear variable,Simplifying Expressions by Collecting Like Terms,C,\( 4 d \),B,"145    \( d 4 \)
Name: AnswerText, dtype: object",True,267,Writes the variable before the coefficient in an algebraic term,Core Mathematical Fundamentals,Medium,Basic Operation Confusions,8,Fundamental_Arithmetic,1
36,"Simplify the following by collecting like terms.
\[
d+d+d+d
\]",Simplify algebraic expressions to maintain equivalence by collecting like terms involving just one linear variable,Simplifying Expressions by Collecting Like Terms,C,\( 4 d \),D,"147    \( d^{4} \)
Name: AnswerText, dtype: object",True,1644,Confuses collecting like terms with multiplication,Core Mathematical Fundamentals,Medium,Fraction Arithmetic & Algebra,13,Fractions_Ratios,2
37,"Write this fraction as simply as possible:
\(
\frac{9}{12}
\)",Simplify fractions that simplify to a unit fraction,Simplifying Fractions,C,\( \frac{3}{4} \),A,"148    \( \frac{3}{6} \)
Name: AnswerText, dtype: object",False,848,Believes when simplifying a fraction you can divide the numerator and denominator by different values,"Fractions, Decimals & Conversions",Easy,Advanced Functions & Graphs,11,Algebra_Advanced_Math,3
37,"Write this fraction as simply as possible:
\(
\frac{9}{12}
\)",Simplify fractions that simplify to a unit fraction,Simplifying Fractions,C,\( \frac{3}{4} \),D,"151    \( \frac{9}{12} \)
Name: AnswerText, dtype: object",False,2021,Does not recognise when a fraction can be simplified,"Fractions, Decimals & Conversions",Easy,Geometric Concepts & Properties,3,Geometry_Spatial,4
